Precinct,DallasCo_A,CONG_C2193,HOUSE_H231,SEN_S2168,SBOE_E2106,DallasCo_1,Shape_Leng,Shape_Area,Registered,Beckley Votes,Collier Votes,Total Votes,Collier Margin
1732,1,5,102,2,9,2,14516.95465,10753746.4,1446,35,14,77,-21
1004,1,32,102,16,9,3,16726.07944,16474411.08,1650,38,99,160,61
1733,1,5,102,2,9,2,20573.25285,27371862.66,3608,62,80,201,18
1006,1,24,108,16,9,3,15200.56796,11432544.38,1661,36,118,182,82
1727,1,5,107,2,9,2,9919.322487,3702659.113,242,4,5,11,1
1007,1,24,108,16,9,3,18012.44478,13353954.12,391,12,26,40,14
1702,1,5,107,2,9,2,30272.33313,37505218.94,2947,48,60,182,12
1039,1,32,102,16,9,3,5087.338646,1407893.512,299,11,10,28,-1
1713,1,5,107,2,9,2,18352.95037,15279426.34,1162,13,12,36,-1
1040,1,32,102,16,9,3,22436.17023,13912212.69,3005,65,98,216,33
1714,1,5,107,2,9,2,33302.65682,29819704.89,2066,27,36,91,9
1041,1,32,102,16,9,3,9974.894338,4117808.098,1000,10,9,27,-1
1719,1,5,107,2,9,2,42862.53688,22538545.35,2711,46,42,137,-4
1043,1,24,102,16,9,3,19626.34037,17102830.76,2319,54,121,211,67
1710,1,5,107,2,9,2,22315.6571,21955368.1,1638,39,27,118,-12
1044,1,24,108,16,9,3,20310.67981,18522469.87,2959,70,158,280,88
1700,1,5,107,2,9,2,21601.59081,28622218.24,2342,34,37,103,3
1045,1,32,114,16,9,3,17514.1899,11279462.32,2082,40,36,111,-4
1712,1,5,107,2,9,2,21430.65067,28074943.85,2214,42,55,134,13
1046,1,32,114,16,9,3,8589.46675,3467326.159,331,13,19,41,6
1708,1,5,107,2,9,2,20187.22796,18404210.31,732,15,24,59,9
1047,1,32,114,16,9,3,26010.1565,22686526.2,1491,44,53,136,9
1711,1,5,107,2,9,2,21472.47602,28772848.18,2310,27,30,89,3
1048,1,32,114,23,9,3,20001.36354,21505163.13,2703,101,239,410,138
1728,1,5,107,2,9,2,23460.13494,17814270.72,1449,26,29,75,3
1049,1,32,108,16,9,3,23916.34118,19452168.22,1925,48,111,183,63
1726,1,5,107,2,9,2,25230.95233,32927497.07,1905,41,41,115,0
1050,1,32,114,23,13,3,10044.72961,4461958.19,162,8,15,25,7
1725,1,5,107,2,9,2,11132.84477,6004179.334,505,18,20,50,2
1051,1,32,114,23,9,3,28398.88597,16578583.89,211,10,17,40,7
1701,1,5,107,2,9,2,26072.38861,34119135.09,2151,39,28,116,-11
1052,1,32,114,23,9,3,28167.88586,28632787.29,3462,157,272,525,115
1718,1,5,107,2,9,2,24669.66335,16218760.2,1570,41,31,97,-10
1054,1,32,107,16,13,3,16373.65634,14289285.76,1623,37,43,110,6
1720,1,5,107,2,9,2,26905.80396,25517737.06,2785,79,75,237,-4
1055,1,32,107,16,13,3,18084.27608,15607864.91,884,15,18,43,3
1311,1,5,107,16,13,2,31203.94516,49330539.98,2288,30,57,130,27
1056,1,32,107,16,13,2,13937.1151,9921913.923,1052,26,38,85,12
1312,1,5,107,16,13,2,16127.71131,14305298.44,1090,20,10,51,-10
1057,1,32,107,16,13,2,19036.61245,17253707.19,2061,50,73,167,23
1310,1,5,107,16,13,2,30875.4459,39795820.27,2954,48,37,145,-11
1058,1,32,114,16,13,3,20852.56827,19871654.96,2090,86,112,261,26
1304,1,5,107,16,13,2,17304.77688,17711155.76,1570,45,29,105,-16
1059,1,32,114,23,13,3,31083.84548,26441706.89,1676,50,142,236,92
1301,1,5,107,16,13,2,24745.12092,22964405.43,2587,64,37,154,-27
1060,1,32,114,23,13,3,36998.19357,43859275.51,4288,162,513,799,351
1305,1,5,107,16,13,2,28827.83136,31156405.9,1686,24,23,75,-1
1061,1,32,114,23,13,3,14594.04086,12988869,1429,64,170,267,106
1315,1,5,107,16,13,2,6404.274907,1749754.093,50,1,0,2,-1
1062,1,32,107,16,13,2,4939.087686,370260.7646,44,1,0,1,-1
1300,1,5,107,16,13,2,26431.00745,26223236.25,2721,42,34,145,-8
1063,1,32,107,16,13,2,21449.38706,16058636.66,1730,27,33,92,6
1308,1,5,107,16,13,2,22878.90993,26754634.38,1962,41,27,105,-14
1064,1,32,100,23,13,2,4705.574011,1015751.973,155,7,5,13,-2
1323,1,5,107,23,13,2,7183.38274,2801086.057,0,0,0,0,0
1065,1,32,100,23,13,2,31791.22322,25865429.55,2975,71,60,204,-11
1734,1,5,112,2,9,2,22662.6261,14852407.51,1438,18,35,72,17
1067,1,32,107,16,13,2,2210.355503,184239.5138,10,1,2,3,1
1735,1,5,112,2,9,2,43195.03334,64151484.14,4865,101,133,337,32
1068,1,32,107,16,13,2,8865.581611,886285.1987,64,3,2,6,-1
1716,1,5,112,2,9,2,21577.6214,23343422.84,2178,47,86,180,39
1076,1,32,100,16,13,5,6074.398357,1795954.571,0,0,0,0,0
1736,1,5,112,2,9,2,26213.22451,40589493.27,1825,39,74,159,35
1077,1,32,100,23,13,3,7273.228488,1815784.033,0,0,0,0,0
1737,1,5,112,2,9,2,40469.14591,80207366.48,4845,90,139,306,49
1078,1,32,100,23,13,3,23584.01815,19360753.47,1266,40,33,97,-7
1738,1,5,112,2,9,2,47964.46162,32617766.88,3155,55,62,171,7
1079,1,32,100,23,13,3,26205.00853,14205040.36,1932,79,105,237,26
1739,1,5,113,2,9,2,17786.67729,17902796.52,2950,61,63,205,2
1080,1,32,100,23,13,3,15443.78286,6838486.057,1007,26,21,62,-5
1709,1,5,113,2,9,2,29481.07522,51942536.25,3686,79,76,246,-3
1081,1,32,100,23,13,5,24427.61827,23755291.64,2973,167,213,497,46
1740,1,5,113,2,9,2,34425.95788,66527511.77,4494,117,85,304,-32
1082,1,32,114,23,13,5,18150.85486,20135939.59,316,5,5,14,0
1741,1,5,113,2,9,2,33538.38947,67246699.23,4933,130,126,423,-4
1083,1,30,114,23,13,5,27000.92767,31485946.22,1809,44,60,154,16
1742,1,5,113,2,9,2,47746.29363,75929273.15,4726,127,106,381,-21
1084,1,32,100,23,13,5,27748.38482,28671987.75,3379,205,233,636,28
1324,1,5,113,2,9,2,24238.49371,25963017.13,2909,64,92,228,28
1085,1,30,114,23,13,5,16988.33849,15309231.47,1418,27,23,67,-4
1717,1,5,113,2,9,2,25428.75453,32731848.37,3381,59,68,204,9
1086,1,32,100,23,13,5,17525.22144,4135510.875,563,15,24,45,9
1722,1,5,113,2,9,2,28629.80834,30403917.32,3092,85,57,218,-28
1087,1,32,100,23,13,5,32942.85132,48711907.99,3359,180,187,540,7
1723,1,5,113,2,9,2,7837.796938,3762845.597,215,1,6,11,5
1088,1,32,100,23,13,5,33423.32496,35196458.26,2263,36,55,138,19
1325,1,5,113,2,9,2,21774.91745,23509206.93,2782,60,81,199,21
1089,1,32,100,23,13,5,26799.48367,24490209.64,2242,82,72,228,-10
1743,1,5,113,2,9,2,40818.14416,43970551.66,4235,115,96,343,-19
1090,1,30,100,16,13,5,23362.99027,30744108.4,2345,69,64,192,-5
1744,1,5,113,2,9,2,33300.99938,9955290.592,86,0,1,1,1
1091,1,32,100,23,13,5,27975.1427,24614450.77,2306,70,55,186,-15
1721,1,5,113,2,9,2,23693.75567,23697842.43,2128,45,71,163,26
1092,1,32,100,23,13,5,28261.32685,34536165.74,3753,97,74,255,-23
1745,1,5,113,2,9,2,18907.77382,19152803.77,2725,48,62,174,14
1093,1,32,107,23,13,5,14437.75291,11257269.42,1753,64,54,171,-10
1715,1,5,113,2,9,2,21035.52325,19099581,1693,20,15,54,-5
1094,1,30,110,23,13,5,15508.51662,13259763.9,1354,52,30,121,-22
1729,1,5,113,2,9,2,20043.3939,17479030.96,1651,28,30,84,2
1095,1,30,110,16,13,5,15773.60145,13080547.91,1514,47,32,117,-15
1746,1,5,113,2,9,2,21287.65666,23024380.66,1838,41,46,134,5
1096,1,30,110,16,13,5,16313.87971,15010604.45,1483,34,25,85,-9
1747,1,5,113,2,9,2,32855.04085,69492901.12,2882,67,63,204,-4
1097,1,32,110,16,13,5,26224.49172,33382699.38,2718,67,61,214,-6
1724,1,5,113,2,9,2,12695.67639,4049458.226,118,4,0,6,-4
1098,1,32,107,16,13,5,22621.15048,22503203.05,2155,70,49,171,-21
1139,1,5,113,2,9,2,1291.949705,45018.72688,0,0,0,0,0
1099,1,32,110,16,13,5,11056.31595,1194219.115,79,1,1,4,0
1326,1,5,113,2,9,2,18713.17791,20553926.12,1453,28,31,84,3
1100,1,30,110,23,13,1,28024.9211,31288368.36,3146,114,71,275,-43
1302,1,5,113,2,9,2,34165.97069,41362939.51,2466,58,33,146,-25
1101,1,30,110,16,13,5,34325.50781,41938337.92,1779,26,25,79,-1
1327,1,5,113,16,9,2,22410.05851,30316411.55,2960,61,58,198,-3
1102,1,30,110,16,13,5,23668.10179,30504367.16,2081,39,22,97,-17
1316,1,5,113,16,13,2,13150.0434,8586998.161,919,9,14,37,5
1103,1,30,107,16,13,5,17594.88419,11659021.84,523,20,10,46,-10
1104,1,32,107,16,13,5,23120.73288,29633933.94,2726,72,45,187,-27
1141,1,24,108,16,9,3,13442.15139,8862092.316,1269,34,62,114,28
1105,1,32,110,16,13,5,11166.17836,1136407.646,40,1,3,5,2
1142,1,24,108,16,9,3,21342.45285,19653442.43,2757,41,170,237,129
1106,1,32,107,16,13,5,7778.390422,2406598.385,236,9,4,16,-5
1107,1,32,110,16,13,5,25094.67349,24238066.31,860,20,15,48,-5
1128,1,24,108,16,9,3,11414.49775,7073549.321,694,12,40,60,28
1108,1,30,110,16,13,5,32567.05755,54423082.31,2676,80,54,209,-26
1143,1,24,108,16,9,3,24385.12525,21122584.8,1507,31,102,155,71
1109,1,30,110,16,13,1,24455.5669,25821102.89,568,9,7,22,-2
1144,1,24,108,16,9,3,22229.84165,21804219.35,3062,63,145,253,82
1110,1,32,110,16,13,5,4162.929078,835178.1561,30,1,0,1,-1
1111,1,30,110,16,13,1,39815.68558,70583433.78,1574,31,18,71,-13
1113,1,30,100,23,13,5,42323.24341,78630756.89,264,9,10,24,1
1146,1,24,108,16,9,3,18263.00117,16100692.4,2219,40,108,185,68
1114,1,32,100,23,13,5,21296.56174,14398132.51,777,20,16,46,-4
1147,1,24,108,16,9,3,10054.82913,4950273.191,775,15,40,65,25
1115,1,32,107,16,13,3,16298.49774,12955629.1,1455,38,56,121,18
1116,1,32,107,16,13,2,18803.68321,14321587.16,1508,39,28,97,-11
1121,1,32,107,16,13,3,24280.20436,24102142.02,2390,49,47,143,-2
1148,1,30,100,23,13,5,806.2029459,13047.1312,0,0,0,0,0
1124,1,30,110,16,13,1,5644.24202,1188474.324,0,0,0,0,0
1125,1,32,107,16,13,2,20597.40091,26849274.64,2184,50,39,119,-11
1129,1,32,114,16,9,3,3855.932392,828343.846,158,2,5,10,3
1133,1,32,114,23,13,3,14347.92896,5311181.719,355,12,28,52,16
1134,1,32,100,23,13,5,17983.45472,12404789.67,559,16,10,38,-6
1135,1,32,107,16,13,5,17321.97352,14334511.28,1647,61,43,153,-18
1136,1,30,110,16,13,1,5967.083355,1472968.152,0,0,0,0,0
1137,1,32,107,16,13,3,2190.069633,239256.1436,37,0,0,3,0
1140,1,30,110,23,13,1,1342.567318,87980.26417,0,0,0,0,0
1151,1,32,100,16,13,2,3604.285966,551662.8099,67,1,5,7,4
1153,1,32,100,16,13,5,2609.082321,372353.222,0,0,0,0,0
1159,1,32,107,16,13,5,2007.361805,131548.8881,0,0,0,0,0
1162,1,32,108,16,9,3,8305.678102,283629.9021,0,0,0,0,0
1163,1,32,108,16,9,3,15515.97143,11286859.98,1398,42,114,171,72
1164,1,32,108,16,9,3,21227.77133,19109380.12,2357,48,157,230,109
1165,1,32,108,16,9,3,18663.63064,16781033.86,2042,45,156,235,111
1168,1,32,114,16,9,3,33414.73686,33862745.81,2969,86,267,394,181
1169,1,32,114,16,9,3,48752.84222,58501810.29,2915,77,255,374,178
1170,1,32,114,16,9,3,17010.75139,16537328.29,1436,35,136,201,101
1171,1,32,114,16,9,3,20154.84048,18835927.3,2528,80,201,348,121
1172,1,32,114,16,9,3,30322.69869,21600353.7,2056,78,138,266,60
1173,1,32,114,23,9,3,30750.67875,26243976.78,1014,61,119,215,58
1174,1,32,114,23,9,3,33333.74939,39323597.2,2583,120,259,455,139
1176,1,32,114,23,13,2,2385.051683,48036.608,0,0,0,0,0
1705,1,32,102,2,9,2,19862.96583,13008507.06,2053,50,47,137,-3
1748,1,32,102,2,9,2,17198.09261,15875588.49,2156,49,60,146,11
1303,1,32,107,23,13,2,7114.336862,2727604.342,158,3,0,4,-3
1749,1,32,102,2,9,2,34323.7936,37011852.71,3889,76,68,238,-8
1707,1,32,102,2,9,2,58472.34572,117656516.9,838,10,3,15,-7
1706,1,32,102,2,9,2,21315.74015,28249400.5,3168,41,27,113,-14
1307,1,32,107,23,13,2,19990.03265,13346462.01,241,4,3,11,-1
1704,1,32,102,2,9,2,16466.05213,10349221.94,1469,38,24,91,-14
1750,1,32,102,2,9,2,21138.90556,27108868.41,3044,54,113,231,59
1309,1,32,107,23,13,2,10177.66526,4280799.186,445,5,0,14,-5
1703,1,32,102,2,9,2,21460.36191,29173239.75,3271,46,62,164,16
1313,1,32,107,16,13,2,8674.792434,2277727.028,382,14,9,37,-5
1314,1,32,107,16,13,2,29743.99112,41398023.1,2457,58,33,138,-25
1328,1,32,107,16,13,2,25997.10221,36282373.43,0,0,0,0,0
1329,1,32,107,16,13,2,9300.66353,3571572.487,0,0,0,0,0
1401,1,32,110,16,13,2,15294.5664,12686179.23,407,1,5,11,4
1402,1,32,110,16,13,2,37936.26655,56268296.86,2569,60,51,164,-9
1403,1,32,110,16,13,2,11170.87062,1870305.448,0,0,0,0,0
1404,1,32,110,16,9,2,22110.62248,19150760.67,667,22,28,75,6
1405,1,32,110,16,13,2,14798.11298,11177909.7,523,8,5,15,-3
1406,1,32,110,16,9,2,22961.26929,10999682.26,416,21,15,59,-6
1407,1,32,110,16,13,2,11411.12216,785583.0556,0,0,0,0,0
1408,1,32,110,16,13,2,5738.5819,439145.178,0,0,0,0,0
