Precinct,DallasCo_A,CONG_C2193,HOUSE_H231,SEN_S2168,SBOE_E2106,DallasCo_1,Shape_Leng,Shape_Area,Registered,Beckley Votes,Collier Votes,Total Votes,Collier Margin
3072,3,30,110,23,13,1,61166.57853,91305938.1,73,1,5,7,4
3073,3,30,110,23,13,1,8977.186499,2268885.379,191,9,9,33,0
3100,3,30,109,23,13,4,40210.77708,96660039.56,2353,162,110,390,-52
3074,3,30,111,23,13,1,17638.44055,17808802.08,798,15,7,28,-8
3604,3,30,109,23,13,4,22562.4183,27602965.6,2824,173,214,560,41
3075,3,30,109,23,13,1,68648.82168,168903917,197,13,7,28,-6
3611,3,30,109,23,13,1,19137.00567,17345046.54,1147,62,55,173,-7
3076,3,30,109,23,13,1,42851.85418,36748732.39,0,0,0,0,0
3800,3,30,109,23,13,1,59171.63237,103974989,4686,340,203,845,-137
3077,3,30,111,23,13,1,55244.1556,60105211.29,3153,163,145,471,-18
3078,3,30,111,23,13,1,19743.33525,18725144.02,2985,152,94,378,-58
3079,3,30,110,16,9,1,25993.74873,17852138.81,665,16,4,41,-12
3080,3,30,110,16,9,1,29942.68041,43244512.87,1324,43,31,110,-12
3082,3,30,110,23,13,1,78408.00097,213537164.3,3096,120,63,280,-57
3617,3,30,109,23,13,1,25935.2207,20127530.13,2628,170,141,494,-29
3101,3,30,109,23,13,1,42427.28433,57776234.07,860,58,43,154,-15
3613,3,30,109,23,13,1,14732.64045,8559892.619,722,28,34,89,6
3085,3,30,110,16,13,1,81634.82487,180241460.3,399,4,2,7,-2
3614,3,30,109,23,13,1,18924.29484,8486842.317,958,52,49,157,-3
3110,3,30,109,23,13,4,23288.32695,26901230.47,3103,188,153,573,-35
3087,3,30,110,23,13,1,2410.401349,61373.18522,0,0,0,0,0
3112,3,30,109,23,13,4,11674.20367,1972562.932,41,1,4,9,3
3088,3,33,111,23,13,1,4212.358354,795141.6036,46,6,4,10,-2
3113,3,30,109,23,13,4,3254.755497,234051.0054,5,0,0,1,0
3605,3,30,109,23,13,1,21029.8563,27578372.99,2308,113,104,359,-9
3090,3,30,114,23,13,1,6128.105814,1993506.216,1558,40,41,119,1
3107,3,30,109,23,13,4,25993.69041,37993023.16,2589,167,134,461,-33
3091,3,30,114,23,13,1,1250.22611,69120.88338,0,0,0,0,0
3803,3,30,109,23,13,1,35864.98137,52658393.09,3713,247,152,591,-95
3092,3,30,111,23,13,1,37942.09542,75795959.62,1649,70,70,221,0
3609,3,30,109,23,13,4,40784.39945,47220630.17,3393,207,220,661,13
3093,3,30,110,16,13,1,14144.82171,3603526.388,0,0,0,0,0
3801,3,30,109,23,13,1,36914.588,43616097.27,545,15,7,30,-8
3106,3,30,109,23,13,4,45715.60564,95231663.4,3727,171,142,498,-29
3095,3,30,114,23,13,1,18079.53057,14154681,2413,61,85,198,24
3612,3,30,109,23,13,1,34318.40581,41584613.49,3176,219,234,723,15
3096,3,30,114,23,13,1,22628.00726,10624895.11,3066,84,110,262,26
3619,3,30,109,23,13,1,16604.71336,15473314.48,327,6,2,11,-4
3097,3,30,110,23,13,1,11060.4777,4016205.012,158,9,10,32,1
3807,3,30,109,23,13,1,39398.45892,42132347.9,2569,169,125,450,-44
3098,3,30,110,23,13,1,11028.76512,3226445.795,257,19,8,34,-11
3805,3,30,109,23,13,1,45004.87445,59012949.79,5058,335,237,871,-98
3099,3,30,110,23,13,1,10098.8352,5612686.779,322,14,22,47,8
3900,3,30,109,23,13,1,35765.35675,73088241.53,3383,158,122,436,-36
3615,3,30,109,23,13,1,32217.2509,36949367.22,2632,183,153,514,-30
3809,3,30,109,23,13,1,41090.55425,64755429.87,384,15,19,53,4
3802,3,30,109,23,13,1,28192.40777,42660585.21,4112,273,181,678,-92
3950,3,30,109,23,13,1,96293.70454,319021397.7,2474,93,63,233,-30
3808,3,30,109,23,13,1,132770.3435,542699999.1,4260,199,141,526,-58
3940,3,30,109,23,13,1,206434.4202,1270775305,2584,84,47,192,-37
3102,3,30,109,23,13,4,25793.32375,35809957.61,3119,126,93,350,-33
3108,3,30,109,23,13,4,81217.80475,190249256.4,2514,71,91,247,20
3103,3,30,109,23,13,4,38704.34327,47191145.03,3107,183,146,518,-37
3115,3,30,109,23,13,4,34678.6412,37129284.38,2332,134,123,376,-11
3104,3,30,109,23,13,4,19117.36578,20519570.12,2710,139,115,407,-24
3105,3,30,109,23,13,4,38589.29488,56169497.28,2509,117,152,389,35
3109,3,30,109,23,13,4,67107.55412,215152058.5,3791,156,162,468,6
3111,3,30,109,23,13,4,25346.47764,15691689.17,0,0,0,0,0
3114,3,30,109,23,13,4,6947.245037,427499.0644,0,0,0,0,0
3116,3,32,100,23,13,5,3594.840244,353160.3216,9,0,1,1,1
3117,3,30,100,23,13,1,9488.34362,2255352.245,33,1,1,2,0
3119,3,30,111,23,13,4,4449.399835,249916.9403,0,0,0,0,0
3200,3,30,111,23,13,1,23353.87758,32683008.57,2214,118,134,385,16
3201,3,30,111,23,13,1,23908.67233,24969838.9,1781,65,70,198,5
3202,3,30,111,23,13,1,28743.48007,38140311.97,2202,136,122,372,-14
3203,3,30,111,23,13,1,23818.44827,27238018.39,2033,100,73,278,-27
3204,3,30,111,23,13,1,24002.61815,32418394.93,2676,93,60,230,-33
3205,3,30,111,23,13,1,20673.89637,16320257.73,1842,115,70,283,-45
3206,3,30,111,23,13,1,24591.29084,31044136.98,2378,96,96,300,0
3207,3,30,111,23,13,1,20872.38138,27368070.03,2824,95,63,236,-32
3208,3,30,111,23,13,1,19866.70767,18195374.82,1980,66,48,183,-18
3209,3,30,111,23,13,1,13001.77741,8360206.243,191,4,6,20,2
3210,3,30,111,23,13,1,23372.11455,32660850.78,2158,74,64,209,-10
3211,3,30,111,23,13,1,19913.91048,22814285.88,1392,30,19,64,-11
3607,3,30,111,23,13,4,31636.4354,52204236.02,3936,307,360,1025,53
3308,3,32,107,16,9,2,39242.14189,46308572.62,2332,48,34,128,-14
3600,3,30,111,23,13,1,60222.25633,109498177.2,2430,161,136,460,-25
3313,3,5,113,16,9,2,22718.59152,28860070.07,3450,130,119,383,-11
3314,3,32,113,16,9,2,37994.4089,76905270,3504,102,113,347,11
3620,3,30,111,23,13,4,21179.43979,27812553.1,1380,97,102,322,5
3327,3,32,113,16,9,2,7691.157028,1709703.289,6,0,2,2,2
3328,3,32,113,16,9,2,3148.723616,586206.2022,40,1,0,3,-1
3503,3,5,112,2,9,2,63823.18316,201985085.1,1280,19,38,79,19
3504,3,5,112,2,9,2,54478.16346,109356846.2,804,14,10,36,-4
3601,3,30,111,23,13,4,23814.77454,30925999.19,2034,182,225,566,43
3602,3,30,111,23,13,4,19441.94352,18380223.58,651,58,83,199,25
3603,3,30,111,23,13,4,16937.52744,9119621.584,270,26,37,82,11
3616,3,30,111,23,13,1,17219.00334,14250569.89,725,46,40,131,-6
3608,3,30,111,23,13,4,21043.08255,27668003.83,3335,252,282,825,30
3606,3,30,111,23,13,1,33694.36098,26280245.65,2531,162,188,539,26
3618,3,30,111,23,13,1,21642.19635,20957042.01,604,48,46,143,-2
3952,3,30,111,23,13,1,15268.75188,6753293.602,140,7,6,21,-1
3621,3,30,111,23,13,1,10399.45035,5269227.834,714,52,41,141,-11
4664,4,6,103,16,11,4,34121.75147,57000883.41,960,19,16,51,-3
3951,3,30,109,23,13,1,35890.95938,60754702.27,3122,173,137,484,-36
4617,4,6,103,16,13,4,7490.917201,2986368.242,184,7,4,12,-3
4663,4,6,103,16,13,4,22018.23386,23762881.6,0,0,0,0,0
4000,4,6,103,16,13,5,77616.24388,149125146.2,534,10,2,18,-8
4665,4,6,104,16,13,4,4545.63044,595634.9045,0,0,0,0,0
3963,3,5,112,2,9,2,27658.51614,27307189.83,2461,44,51,149,7
4514,4,6,104,16,13,4,26388.02405,35233480,1438,32,23,72,-9
4518,4,6,104,16,13,4,66452.46509,187338213.9,2119,38,27,106,-11
3965,3,5,112,2,9,2,23021.21247,25514685.48,3352,68,64,200,-4
4517,4,6,104,16,13,4,34487.32831,64045781.01,3164,61,74,200,13
4512,4,6,104,23,13,4,21995.80978,17832170.51,1393,16,11,33,-5
4511,4,6,104,23,13,4,21507.63763,22980867.63,2018,17,18,55,1
4513,4,6,104,23,13,4,24903.32793,37687755.44,2929,37,39,103,2
4625,4,6,105,16,11,4,19353.97208,16476779.09,2114,34,64,121,30
4619,4,6,105,16,11,4,19534.89776,15202310.15,1316,27,31,76,4
4629,4,6,105,16,11,4,14464.4545,9669522.468,1397,18,17,58,-1
4641,4,6,105,16,11,4,7991.395843,3645011.826,2802,59,50,154,-9
4630,4,6,105,16,11,4,22568.15604,11700191.08,1572,27,43,90,16
4620,4,6,105,16,11,4,19914.99383,20851333.7,1710,32,35,93,3
3983,3,5,112,2,9,2,20277.59032,21174946.91,2298,45,47,126,2
4634,4,6,105,16,11,4,43103.62651,75614413.96,3927,65,74,190,9
3984,3,5,112,2,9,2,17917.44289,18717502.85,1455,24,31,79,7
4627,4,6,105,16,11,4,32620.35428,29987242.25,4416,87,85,247,-2
4667,4,6,105,16,11,4,14828.03906,989970.5832,0,0,0,0,0
4001,4,33,103,16,13,5,51818.60984,87023074.49,1275,39,27,106,-12
4626,4,6,105,16,11,4,30041.53949,33621120.64,2801,46,79,165,33
4002,4,33,103,16,13,5,22283.28723,10168316.95,1034,37,84,151,47
4003,4,33,103,16,13,5,18719.5644,14816300.51,447,2,1,5,-1
4658,4,6,105,16,11,4,5816.121331,826630.1843,96,2,2,5,0
4004,4,33,103,16,13,5,17112.71876,14767053.99,1774,58,50,158,-8
4631,4,6,105,16,11,4,15611.5797,9982844.265,1224,22,29,80,7
4005,4,33,103,12,12,5,9650.661732,5711070.766,983,33,27,83,-6
4624,4,6,105,16,11,4,18289.83733,16477742.91,1668,18,45,77,27
4006,4,33,103,16,12,5,15158.40236,11398089.23,1315,40,84,146,44
4614,4,6,105,16,11,4,10589.90209,6063022.367,530,9,9,22,0
4007,4,33,103,16,12,5,5274.029027,1377086.935,197,5,17,26,12
4659,4,6,105,16,11,4,11582.66225,4089259.185,237,6,6,15,0
4008,4,33,103,16,13,5,20449.62848,19806012.43,785,12,4,20,-8
4622,4,6,105,16,11,4,22083.35201,22446646.32,2005,36,46,122,10
4009,4,33,103,16,13,5,15738.72799,12075484.29,1592,26,14,68,-12
4623,4,6,105,16,11,4,20191.62911,24945473.41,2545,36,49,119,13
4010,4,33,103,16,13,5,13322.37997,10454695.16,1351,55,91,180,36
4618,4,6,105,16,11,4,14111.14265,9206998.34,471,8,7,19,-1
4011,4,33,103,16,13,5,10967.20475,6316101.741,872,15,17,58,2
4660,4,6,105,16,11,4,2639.344468,300565.7925,40,1,0,1,-1
4012,4,33,103,16,13,5,4068.737819,804178.4775,92,5,2,9,-3
4642,4,6,105,16,11,4,7483.86345,2334581.905,547,14,13,36,-1
4013,4,24,108,16,12,5,6686.475664,2559147.791,317,9,19,33,10
4606,4,6,105,16,13,4,21345.813,24198066.82,2938,27,45,116,18
4014,4,24,108,12,12,5,32451.99326,23367405.92,2017,37,137,204,100
4601,4,6,105,16,13,4,24708.10854,34332791.19,3933,74,69,193,-5
4015,4,30,103,16,13,5,15496.9663,11727301.09,1703,79,83,251,4
4602,4,6,105,16,13,4,27683.26008,28034635.44,2088,33,32,95,-1
4016,4,30,103,16,13,5,14150.27501,11912016.89,1708,95,93,261,-2
4611,4,6,105,16,13,4,33916.77809,23220649.29,1783,23,33,73,10
4017,4,30,103,16,12,5,8815.509595,4039120.796,463,16,40,72,24
4653,4,6,105,16,13,4,5539.667379,1926613.768,0,0,0,0,0
4018,4,30,108,16,12,5,15667.6925,6249418.185,1164,40,79,129,39
4600,4,6,105,16,13,4,30152.6918,50172593.2,2467,47,42,123,-5
4019,4,30,103,23,13,5,35139.85268,49778749.52,2721,97,71,254,-26
4612,4,6,105,16,13,4,10143.36707,3084085.944,328,4,4,10,0
4020,4,30,103,16,13,5,14296.87869,5497348.068,1161,29,22,70,-7
4649,4,6,105,16,13,4,3917.968174,877548.4971,2250,50,49,154,-1
4021,4,30,103,16,13,5,19748.47977,9254467.389,2702,94,200,362,106
4655,4,6,105,16,13,4,3041.98823,360496.9538,0,0,0,0,0
4022,4,30,103,23,13,5,13879.30575,11428278,1399,35,42,110,7
4654,4,6,105,16,13,4,22433.09984,13605151.46,1235,25,13,55,-12
4023,4,30,100,23,13,5,26200.20764,17699176.04,0,0,0,0,0
4610,4,6,105,16,13,4,24616.6094,25282032.08,2356,55,54,152,-1
4024,4,30,100,23,13,5,34595.46908,35024938.56,2359,64,47,176,-17
4605,4,6,105,16,13,4,21407.01586,27439113.83,2574,38,47,124,9
4025,4,33,103,23,13,5,13807.40487,8810198.231,388,10,13,40,3
4609,4,6,105,16,13,4,34118.07167,28410048.5,2025,45,29,111,-16
4026,4,33,103,16,13,5,38221.27975,53288251.99,165,2,2,4,0
4615,4,6,105,16,13,4,7217.885057,1764549.889,222,4,3,11,-1
4027,4,33,103,16,13,5,13592.84097,8674293.026,385,7,6,19,-1
4657,4,6,105,16,13,4,5216.682262,1228124.459,101,5,0,5,-5
4028,4,33,103,23,13,5,17531.36741,10988118.21,1114,31,24,87,-7
4604,4,6,105,16,13,4,53465.20376,73935666.79,3069,52,47,143,-5
4029,4,33,100,23,13,5,6924.828994,2491351.234,22,1,1,2,0
4644,4,24,105,16,11,4,87487.81721,232622161.4,179,2,3,7,1
4030,4,33,100,23,13,5,18884.73709,19283523.22,24,0,3,3,3
4673,4,24,105,16,11,4,20861.15688,23105903.19,0,0,0,0,0
4031,4,33,100,23,13,5,27997.43302,22759709.84,2406,94,66,234,-28
4674,4,24,105,16,13,4,7524.223369,372713.4864,0,0,0,0,0
4033,4,30,100,23,13,5,50608.85465,88409753.52,2136,40,47,137,7
4035,4,30,100,23,13,5,17360.26613,15139135.63,1250,60,94,199,34
4126,4,24,108,12,12,5,16120.52501,12732224.23,1579,21,120,147,99
4036,4,33,100,23,13,5,14654.81268,7887381.777,898,30,17,73,-13
4127,4,24,108,12,12,5,17364.319,17697201.55,509,10,21,35,11
4037,4,33,100,23,13,5,6293.912578,1710338.596,189,5,10,20,5
4128,4,24,108,12,12,5,21306.71998,29172594.03,1360,21,69,104,48
4038,4,30,100,23,13,5,21209.16171,20723224.19,2109,114,88,285,-26
4129,4,24,108,12,12,5,21995.38191,20336575.72,1759,23,66,101,43
4039,4,30,110,23,13,1,12034.76361,7919326.006,685,27,14,62,-13
4099,4,24,108,16,12,5,22302.20601,16256217.66,1308,22,66,106,44
4040,4,30,100,23,13,1,10550.10175,6601199.642,820,41,16,90,-25
4041,4,30,100,23,13,1,17077.33789,6879011.19,663,23,23,62,0
4130,4,24,108,16,12,5,19315.14707,14344952.07,1718,36,126,181,90
4043,4,33,100,23,13,5,11461.459,8355300.797,1313,47,27,123,-20
4131,4,30,100,16,13,5,12074.26384,4512877.279,1763,46,68,156,22
4044,4,33,110,23,13,5,13999.53527,11007329.67,1203,23,17,67,-6
4046,4,33,110,23,13,1,17825.57209,11395826.97,1340,46,24,95,-22
4047,4,30,110,23,13,1,13303.81102,8775896.362,935,35,26,83,-9
4048,4,30,110,23,13,1,3242.797546,512539.7151,0,0,0,0,0
4100,4,30,100,23,13,5,6079.734421,1279421.629,24,0,2,3,2
4049,4,30,111,23,13,1,29668.13192,29055990.98,0,0,0,0,0
4050,4,30,111,23,13,1,45488.72343,83483529.92,4253,245,189,615,-56
4051,4,30,104,23,13,1,37855.22368,41804231.9,0,0,0,0,0
4135,4,30,100,23,13,5,18678.3817,14429779.28,1774,37,53,123,16
4052,4,30,111,23,13,1,74577.60312,249637115.6,4150,161,127,443,-34
4053,4,33,104,23,13,1,51103.03128,54764304.61,481,19,11,40,-8
4054,4,33,104,16,13,5,9726.583796,3983499.397,556,6,3,21,-3
4117,4,30,100,23,13,5,25641.37797,36703776.06,159,1,1,2,0
4055,4,33,104,23,13,5,28497.80369,26081112.53,2729,73,55,196,-18
4056,4,33,100,23,13,5,26652.0857,41455349.23,2884,93,66,240,-27
4057,4,33,100,23,13,5,18885.04552,19806259.02,1688,58,51,153,-7
4058,4,33,100,23,13,5,14134.72556,7635147.558,1023,37,21,86,-16
4059,4,33,104,23,13,4,12070.29835,5608242.695,416,6,7,16,1
4119,4,30,103,16,13,5,33281.82153,58536198.05,0,0,0,0,0
4060,4,33,104,16,13,5,52971.47434,123044175.3,2724,57,42,156,-15
4061,4,33,104,16,13,5,16881.17161,16806616.09,2535,47,39,138,-8
4079,4,30,103,23,13,5,32229.25695,34415000.31,3863,199,464,803,265
4062,4,33,104,16,13,5,16391.15924,14335930.53,2018,29,26,90,-3
4080,4,30,103,23,13,5,14982.89274,13274656.41,691,19,77,112,58
4063,4,33,100,23,13,5,22092.79066,22700064.6,3002,92,117,280,25
4116,4,30,103,23,13,5,20851.726,9029691.245,0,0,0,0,0
4065,4,33,103,16,13,5,28077.38409,44375830.38,814,13,6,31,-7
4066,4,33,104,16,13,5,28111.07486,18564330.16,1295,14,13,42,-1
4067,4,33,104,16,13,5,19357.01894,17609675.34,2138,62,47,143,-15
4541,4,30,104,23,13,4,1762.74926,184856.1578,0,0,0,0,0
4068,4,33,104,16,13,5,14805.42422,12810851.21,2052,56,65,152,9
4509,4,30,104,23,13,4,21315.97367,15982544.75,1653,26,24,71,-2
4069,4,33,104,16,13,5,21366.02567,24430055.03,3122,81,90,245,9
4505,4,30,104,23,13,4,20230.06163,18412346.83,2196,52,57,142,5
4070,4,33,104,23,13,5,16307.03223,15022090.02,1701,39,26,102,-13
4141,4,30,104,23,13,5,4298.223789,946492.5486,134,11,13,30,2
4071,4,33,104,23,13,5,13606.22056,9779069.444,373,6,6,18,0
4538,4,30,104,23,13,4,13524.04986,7142617.438,957,9,15,44,6
4072,4,33,104,23,13,5,11400.09336,6547911.686,335,6,6,17,0
4504,4,30,104,23,13,4,18349.06282,10148517.46,1449,37,25,95,-12
4073,4,33,104,16,13,5,14064.36661,12112305.9,1557,75,96,213,21
4536,4,30,104,23,13,4,4085.707999,522704.3327,0,0,0,0,0
4074,4,33,104,23,13,5,17857.79467,17760130.77,2705,113,206,413,93
4122,4,30,104,23,13,1,8514.746546,4069231.991,0,0,0,0,0
4075,4,33,104,23,13,5,13533.46455,10396523.1,1290,32,31,86,-1
4525,4,30,104,23,13,4,14440.99816,9798483.941,1517,31,24,83,-7
4076,4,33,103,16,13,5,44752.77889,82293422.69,3056,80,76,226,-4
4520,4,30,104,23,13,4,12165.96926,8414827.004,1069,28,26,72,-2
4077,4,33,103,23,13,5,12719.25152,5287211.04,1030,61,73,168,12
4112,4,30,104,23,13,5,29415.01456,46195278.7,0,0,0,0,0
4078,4,33,104,23,13,5,15708.09729,10410656.33,1916,59,86,214,27
4115,4,30,104,23,13,5,12091.88638,4067122.456,329,18,29,58,11
4506,4,30,104,23,13,4,17249.01257,12652795.49,1548,25,27,71,2
4081,4,33,103,16,13,5,47773.30909,76456998.06,3754,64,39,167,-25
4521,4,30,104,23,13,4,38580.20814,52778306.76,4344,132,125,373,-7
4082,4,33,103,23,13,5,21866.06725,15303119.88,1770,56,45,159,-11
4503,4,30,104,23,13,4,45024.42608,77630074.61,4833,176,96,396,-80
4083,4,33,103,23,13,5,23720.05144,17476032.18,1377,32,32,106,0
4539,4,30,104,23,13,4,9073.889186,463020.0406,0,0,0,0,0
4084,4,33,103,23,13,5,14251.16216,5228310.884,667,14,11,40,-3
4085,4,33,103,23,13,5,15619.71763,11193790.47,1032,30,25,77,-5
4537,4,30,109,23,13,4,2008.12295,128292.1186,4,0,2,2,2
4086,4,33,103,16,13,5,71319.37459,185076093.8,3052,62,57,203,-5
4522,4,30,109,23,13,4,95730.77044,261091122.4,3981,134,112,374,-22
4087,4,33,103,16,13,5,41352.91153,45810570.3,1126,10,12,34,2
4523,4,30,109,23,13,4,43134.47798,87112955.92,606,30,35,111,5
4088,4,33,103,16,13,5,13384.64644,8486250.288,491,3,5,16,2
4143,4,30,110,23,13,1,9336.006632,2181004.831,142,4,2,8,-2
4090,4,33,104,23,13,5,6855.286417,1732508.167,97,0,0,2,0
4091,4,33,104,23,13,4,59035.62607,104771478.9,0,0,0,0,0
4092,4,33,103,16,12,5,5273.939801,1493384.162,173,7,8,19,1
4110,4,30,110,23,13,1,20538.97067,9990048.586,1014,48,29,116,-19
4093,4,30,111,23,13,1,4137.899147,833085.6173,93,8,2,11,-6
4094,4,33,103,12,12,5,20640.54039,9014267.421,503,11,14,41,3
4095,4,33,103,16,12,5,3176.397157,526324.634,51,2,3,5,1
4501,4,30,111,23,13,4,27658.61096,26601928.66,2397,67,65,196,-2
4096,4,33,103,12,12,5,3002.789379,300749.7194,0,0,0,0,0
4097,4,33,103,16,13,5,14181.77895,8880061.763,1019,27,37,96,10
4098,4,33,103,16,13,5,2920.926579,393599.2454,43,0,3,3,3
4528,4,30,111,23,13,4,2776.401699,363877.7275,0,0,0,0,0
4166,4,30,111,23,13,5,21252.12883,22031808.81,0,0,0,0,0
4145,4,30,111,23,13,1,10341.04133,5300953.744,0,0,0,0,0
4502,4,30,111,23,13,4,49252.82911,41730298.86,3659,146,114,378,-32
4500,4,30,111,23,13,4,24456.91461,31597929.63,2396,90,86,250,-4
4101,4,33,100,23,13,5,11420.9138,3201989.975,150,1,0,2,-1
4519,4,30,111,23,13,4,32964.27881,44501751.5,3273,156,117,418,-39
4107,4,33,100,23,13,5,10257.08244,2041049.035,137,5,5,12,0
4529,4,30,111,23,13,4,10593.93391,4051610.346,767,22,25,83,3
4108,4,33,110,23,13,1,3088.331881,460963.957,63,3,2,6,-1
4109,4,33,110,23,13,5,3504.504238,709556.1501,59,3,1,6,-2
4542,4,30,111,23,13,4,10726.29802,4721143.116,0,0,0,0,0
4111,4,33,104,23,13,1,13228.01842,5976557.642,350,2,5,10,3
4147,4,33,100,23,13,5,11755.20873,8846188.268,56,1,0,1,-1
4113,4,33,104,16,13,5,18616.43086,14761512.93,2203,40,30,95,-10
4114,4,33,104,16,13,5,14190.72692,12118660.36,1797,38,30,99,-8
4118,4,33,103,23,13,5,10489.63751,2245279.151,0,0,0,0,0
4120,4,33,103,16,13,5,9728.402251,5240871.323,788,6,6,19,0
4125,4,33,103,16,12,5,931.6596562,22699.4681,0,0,0,0,0
4149,4,33,103,16,13,5,8096.162279,2246418.482,57,0,2,3,2
4152,4,33,103,23,13,5,4912.39415,977683.6705,0,0,0,0,0
4153,4,33,103,23,13,5,7240.47894,779463.5991,223,8,3,17,-5
4675,4,33,103,16,13,4,8371.519113,3650403.632,144,0,0,3,0
4157,4,33,104,16,13,5,22881.98871,11056974.51,336,1,5,13,4
4161,4,30,111,23,13,1,38979.8338,41506352.09,978,18,25,74,7
4300,4,33,104,16,13,5,24933.29193,16220715.14,1563,36,15,79,-21
4507,4,33,104,23,13,4,35559.78822,54880443.11,1216,32,34,93,2
4508,4,33,104,23,13,4,16475.64141,12540900.35,696,10,4,21,-6
4510,4,33,104,23,13,4,23035.13349,23416652.05,2267,38,35,112,-3
4662,4,33,103,16,13,4,17578.60944,10432718.45,327,6,5,14,-1
4603,4,33,103,16,13,4,24367.47563,23727234.18,81,0,1,2,1
4515,4,33,104,16,13,4,37245.05289,37500765.9,2327,24,22,68,-2
4516,4,33,104,16,13,4,34684.30965,42512169.81,0,0,0,0,0
4527,4,33,104,16,13,4,79938.48785,201869747.8,1846,19,14,40,-5
4530,4,33,104,23,13,4,7665.777844,3375731.693,374,6,4,15,-2
4531,4,33,104,23,13,4,13863.34604,6289130.812,606,7,4,20,-3
4532,4,33,104,23,13,4,16226.2751,3106403.576,344,2,7,15,5
4533,4,33,104,23,13,4,22722.7653,17384571.63,1095,15,14,48,-1
4534,4,33,104,23,13,4,4559.781279,786959.2975,102,1,1,2,0
4535,4,33,104,23,13,4,14818.67508,6536431.908,935,26,13,56,-13
4554,4,33,104,23,13,4,4535.481656,483689.8924,61,3,0,5,-3
4555,4,33,104,23,13,4,11959.33514,3279333.934,40,1,0,2,-1
4557,4,33,105,16,13,4,2424.090812,187797.4057,0,0,0,0,0
4558,4,33,105,16,13,4,1618.923737,106756.3344,0,0,0,0,0
4559,4,33,105,16,13,4,4919.627987,719391.5419,0,0,0,0,0
4607,4,33,105,16,13,4,35057.45135,36117915.12,1917,34,15,77,-19
4608,4,33,105,16,13,4,35751.72718,66316076.73,3701,72,80,230,8
4613,4,33,105,16,13,4,20353.97695,12731837.38,833,13,10,33,-3
4616,4,33,105,16,13,4,23278.53717,14859912.8,1338,15,19,55,4
4677,4,33,105,16,11,4,20138.85662,10934334.96,587,4,8,17,4
4678,4,33,105,16,11,4,12488.07252,8668372.724,173,6,2,10,-4
4661,4,33,105,16,11,4,16427.65341,9340914.573,975,12,12,39,0
4621,4,33,105,16,11,4,28520.25299,42492834.7,3678,59,52,154,-7
4640,4,33,105,16,11,4,18406.28518,19134108.82,688,10,7,25,-3
4632,4,33,105,16,11,4,71613.02366,84565612.01,1944,34,25,92,-9
4628,4,33,105,16,11,4,18961.49079,19135826.73,2204,47,23,121,-24
4633,4,33,105,16,11,4,13793.28085,9655729.372,1140,14,13,48,-1
4652,4,33,105,16,13,4,14795.31757,10473206.69,873,5,11,32,6
4656,4,33,105,16,13,4,8717.351981,3262067.726,153,0,3,6,3
4651,4,33,105,16,13,4,16163.22995,14633306.59,77,0,0,2,0
20A8,2,24,115,12,12,3,8271.398636,660799.7264,0,0,0,0,0
29A1,2,32,115,12,14,5,15100.75968,722618.1659,0,0,0,0,0
30A6,3,30,100,23,13,1,10445.16833,223166.7644,0,0,0,0,0
30T6,3,30,104,23,13,5,4993.678389,1376398.157,0,0,0,0,0
30A4,3,30,109,16,9,1,2775.444956,486408.3807,0,0,0,0,0
30T4,3,30,109,16,9,1,5135.281265,1149266.808,0,0,0,0,0
32A0,3,30,109,23,13,1,2522.689568,143423.3473,0,0,0,0,0
32T0,3,30,109,23,13,1,3219.799862,217242.4427,0,0,0,0,0
32A1,3,30,109,23,13,1,1028.59915,36858.03111,0,0,0,0,0
32T1,3,30,109,23,13,1,775.1864679,13074.4416,0,0,0,0,0
32C1,3,30,109,23,13,1,1656.793118,28898.33081,0,0,0,0,0
31A4,3,30,111,23,13,4,5970.702779,569516.7047,0,0,0,0,0
31A5,3,30,111,23,13,4,1472.002808,97131.2057,0,0,0,0,0
30C4,3,30,114,23,13,5,1815.621259,53952.28647,0,0,0,0,0
41A1,4,6,103,16,11,5,2556.207258,371521.5981,0,0,0,0,0
4646,4,6,103,16,13,4,47041.6233,86287680.43,,,,,
4639,4,6,105,16,11,4,16789.64421,7613302.589,,,,,
40A3,4,30,114,23,13,5,8221.351886,763596.0218,0,0,0,0,0
4648,4,33,105,16,11,4,11886.17957,9136923.128,,,,,
40A2,4,33,108,16,13,5,2642.772742,56454.86976,0,0,0,0,0
